image_id,image_path,xml_path,width,height,boxes,RBC,WBC,Platelets,total_cells
BloodImage_00058,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00058.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00058.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 201.0, ""ymin"": 223.0, ""xmax"": 314.0, ""ymax"": 322.0}, {""class"": ""RBC"", ""xmin"": 1.0, ""ymin"": 252.0, ""xmax"": 89.0, ""ymax"": 357.0}, {""class"": ""RBC"", ""xmin"": 203.0, ""ymin"": 336.0, ""xmax"": 292.0, ""ymax"": 441.0}, {""class"": ""RBC"", ""xmin"": 507.0, ""ymin"": 293.0, ""xmax"": 624.0, ""ymax"": 422.0}, {""class"": ""RBC"", ""xmin"": 464.0, ""ymin"": 76.0, ""xmax"": 577.0, ""ymax"": 175.0}, {""class"": ""RBC"", ""xmin"": 6.0, ""ymin"": 33.0, ""xmax"": 141.0, ""ymax"": 169.0}, {""class"": ""RBC"", ""xmin"": 106.0, ""ymin"": 229.0, ""xmax"": 188.0, ""ymax"": 325.0}, {""class"": ""RBC"", ""xmin"": 196.0, ""ymin"": 146.0, ""xmax"": 289.0, ""ymax"": 221.0}, {""class"": ""WBC"", ""xmin"": 211.0, ""ymin"": 4.0, ""xmax"": 338.0, ""ymax"": 132.0}, {""class"": ""Platelets"", ""xmin"": 330.0, ""ymin"": 442.0, ""xmax"": 373.0, ""ymax"": 480.0}]",8,1,1,10
BloodImage_00059,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00059.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00059.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 405.0, ""ymin"": 191.0, ""xmax"": 525.0, ""ymax"": 282.0}, {""class"": ""RBC"", ""xmin"": 282.0, ""ymin"": 269.0, ""xmax"": 402.0, ""ymax"": 360.0}, {""class"": ""RBC"", ""xmin"": 116.0, ""ymin"": 366.0, ""xmax"": 236.0, ""ymax"": 457.0}, {""class"": ""RBC"", ""xmin"": 27.0, ""ymin"": 281.0, ""xmax"": 147.0, ""ymax"": 372.0}, {""class"": ""RBC"", ""xmin"": 47.0, ""ymin"": 95.0, ""xmax"": 167.0, ""ymax"": 186.0}, {""class"": ""RBC"", ""xmin"": 160.0, ""ymin"": 36.0, ""xmax"": 256.0, ""ymax"": 122.0}, {""class"": ""RBC"", ""xmin"": 409.0, ""ymin"": 49.0, ""xmax"": 521.0, ""ymax"": 141.0}, {""class"": ""RBC"", ""xmin"": 228.0, ""ymin"": 312.0, ""xmax"": 340.0, ""ymax"": 420.0}, {""class"": ""RBC"", ""xmin"": 109.0, ""ymin"": 178.0, ""xmax"": 221.0, ""ymax"": 286.0}, {""class"": ""RBC"", ""xmin"": 293.0, ""ymin"": 55.0, ""xmax"": 392.0, ""ymax"": 160.0}, {""class"": ""RBC"", ""xmin"": 49.0, ""ymin"": 1.0, ""xmax"": 145.0, ""ymax"": 82.0}, {""class"": ""RBC"", ""xmin"": 512.0, ""ymin"": 416.0, ""xmax"": 619.0, ""ymax"": 480.0}, {""class"": ""WBC"", ""xmin"": 209.0, ""ymin"": 173.0, ""xmax"": 328.0, ""ymax"": 298.0}]",12,1,0,13
BloodImage_00062,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00062.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00062.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 140.0, ""ymin"": 161.0, ""xmax"": 264.0, ""ymax"": 253.0}, {""class"": ""RBC"", ""xmin"": 360.0, ""ymin"": 283.0, ""xmax"": 451.0, ""ymax"": 374.0}, {""class"": ""RBC"", ""xmin"": 429.0, ""ymin"": 302.0, ""xmax"": 559.0, ""ymax"": 418.0}, {""class"": ""RBC"", ""xmin"": 521.0, ""ymin"": 231.0, ""xmax"": 629.0, ""ymax"": 328.0}, {""class"": ""RBC"", ""xmin"": 392.0, ""ymin"": 153.0, ""xmax"": 528.0, ""ymax"": 261.0}, {""class"": ""RBC"", ""xmin"": 408.0, ""ymin"": 56.0, ""xmax"": 502.0, ""ymax"": 154.0}, {""class"": ""RBC"", ""xmin"": 372.0, ""ymin"": 1.0, ""xmax"": 466.0, ""ymax"": 98.0}, {""class"": ""RBC"", ""xmin"": 546.0, ""ymin"": 48.0, ""xmax"": 640.0, ""ymax"": 146.0}, {""class"": ""RBC"", ""xmin"": 173.0, ""ymin"": 1.0, ""xmax"": 286.0, ""ymax"": 93.0}, {""class"": ""RBC"", ""xmin"": 61.0, ""ymin"": 1.0, ""xmax"": 160.0, ""ymax"": 72.0}, {""class"": ""RBC"", ""xmin"": 1.0, ""ymin"": 25.0, ""xmax"": 66.0, ""ymax"": 121.0}, {""class"": ""WBC"", ""xmin"": 91.0, ""ymin"": 261.0, ""xmax"": 249.0, ""ymax"": 399.0}, {""class"": ""Platelets"", ""xmin"": 264.0, ""ymin"": 80.0, ""xmax"": 305.0, ""ymax"": 125.0}]",11,1,1,13
BloodImage_00063,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00063.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00063.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 21.0, ""ymin"": 187.0, ""xmax"": 118.0, ""ymax"": 288.0}, {""class"": ""RBC"", ""xmin"": 194.0, ""ymin"": 91.0, ""xmax"": 291.0, ""ymax"": 192.0}, {""class"": ""RBC"", ""xmin"": 543.0, ""ymin"": 230.0, ""xmax"": 640.0, ""ymax"": 331.0}, {""class"": ""RBC"", ""xmin"": 431.0, ""ymin"": 134.0, ""xmax"": 548.0, ""ymax"": 239.0}, {""class"": ""RBC"", ""xmin"": 210.0, ""ymin"": 203.0, ""xmax"": 303.0, ""ymax"": 301.0}, {""class"": ""RBC"", ""xmin"": 118.0, ""ymin"": 1.0, ""xmax"": 206.0, ""ymax"": 81.0}, {""class"": ""RBC"", ""xmin"": 169.0, ""ymin"": 371.0, ""xmax"": 257.0, ""ymax"": 452.0}, {""class"": ""RBC"", ""xmin"": 38.0, ""ymin"": 78.0, ""xmax"": 163.0, ""ymax"": 177.0}, {""class"": ""RBC"", ""xmin"": 383.0, ""ymin"": 61.0, ""xmax"": 483.0, ""ymax"": 156.0}, {""class"": ""WBC"", ""xmin"": 366.0, ""ymin"": 295.0, ""xmax"": 493.0, ""ymax"": 417.0}]",9,1,0,10
BloodImage_00064,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00064.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00064.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 474.0, ""ymin"": 202.0, ""xmax"": 609.0, ""ymax"": 309.0}, {""class"": ""RBC"", ""xmin"": 356.0, ""ymin"": 248.0, ""xmax"": 441.0, ""ymax"": 333.0}, {""class"": ""RBC"", ""xmin"": 393.0, ""ymin"": 343.0, ""xmax"": 494.0, ""ymax"": 429.0}, {""class"": ""RBC"", ""xmin"": 232.0, ""ymin"": 150.0, ""xmax"": 334.0, ""ymax"": 240.0}, {""class"": ""RBC"", ""xmin"": 416.0, ""ymin"": 1.0, ""xmax"": 518.0, ""ymax"": 90.0}, {""class"": ""RBC"", ""xmin"": 204.0, ""ymin"": 45.0, ""xmax"": 306.0, ""ymax"": 135.0}, {""class"": ""RBC"", ""xmin"": 218.0, ""ymin"": 316.0, ""xmax"": 320.0, ""ymax"": 406.0}, {""class"": ""RBC"", ""xmin"": 507.0, ""ymin"": 308.0, ""xmax"": 612.0, ""ymax"": 399.0}, {""class"": ""RBC"", ""xmin"": 501.0, ""ymin"": 406.0, ""xmax"": 603.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 1.0, ""ymin"": 228.0, ""xmax"": 85.0, ""ymax"": 308.0}, {""class"": ""WBC"", ""xmin"": 28.0, ""ymin"": 129.0, ""xmax"": 172.0, ""ymax"": 243.0}]",10,1,0,11
BloodImage_00065,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00065.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00065.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 166.0, ""ymin"": 180.0, ""xmax"": 266.0, ""ymax"": 287.0}, {""class"": ""RBC"", ""xmin"": 33.0, ""ymin"": 127.0, ""xmax"": 133.0, ""ymax"": 234.0}, {""class"": ""RBC"", ""xmin"": 557.0, ""ymin"": 150.0, ""xmax"": 640.0, ""ymax"": 272.0}, {""class"": ""RBC"", ""xmin"": 244.0, ""ymin"": 17.0, ""xmax"": 337.0, ""ymax"": 107.0}, {""class"": ""RBC"", ""xmin"": 17.0, ""ymin"": 1.0, ""xmax"": 111.0, ""ymax"": 68.0}, {""class"": ""WBC"", ""xmin"": 253.0, ""ymin"": 275.0, ""xmax"": 387.0, ""ymax"": 392.0}, {""class"": ""WBC"", ""xmin"": 404.0, ""ymin"": 107.0, ""xmax"": 538.0, ""ymax"": 224.0}, {""class"": ""Platelets"", ""xmin"": 495.0, ""ymin"": 298.0, ""xmax"": 534.0, ""ymax"": 335.0}]",5,2,1,8
BloodImage_00066,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00066.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00066.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 91.0, ""ymin"": 3.0, ""xmax"": 194.0, ""ymax"": 109.0}, {""class"": ""RBC"", ""xmin"": 92.0, ""ymin"": 150.0, ""xmax"": 188.0, ""ymax"": 259.0}, {""class"": ""RBC"", ""xmin"": 469.0, ""ymin"": 54.0, ""xmax"": 581.0, ""ymax"": 150.0}, {""class"": ""RBC"", ""xmin"": 377.0, ""ymin"": 316.0, ""xmax"": 489.0, ""ymax"": 412.0}, {""class"": ""RBC"", ""xmin"": 98.0, ""ymin"": 367.0, ""xmax"": 185.0, ""ymax"": 455.0}, {""class"": ""RBC"", ""xmin"": 16.0, ""ymin"": 34.0, ""xmax"": 103.0, ""ymax"": 122.0}, {""class"": ""RBC"", ""xmin"": 289.0, ""ymin"": 311.0, ""xmax"": 376.0, ""ymax"": 399.0}, {""class"": ""RBC"", ""xmin"": 522.0, ""ymin"": 407.0, ""xmax"": 627.0, ""ymax"": 478.0}, {""class"": ""WBC"", ""xmin"": 435.0, ""ymin"": 194.0, ""xmax"": 577.0, ""ymax"": 329.0}, {""class"": ""Platelets"", ""xmin"": 464.0, ""ymin"": 136.0, ""xmax"": 507.0, ""ymax"": 174.0}]",8,1,1,10
BloodImage_00067,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00067.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00067.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 20.0, ""ymin"": 1.0, ""xmax"": 130.0, ""ymax"": 107.0}, {""class"": ""RBC"", ""xmin"": 140.0, ""ymin"": 69.0, ""xmax"": 250.0, ""ymax"": 176.0}, {""class"": ""RBC"", ""xmin"": 1.0, ""ymin"": 329.0, ""xmax"": 99.0, ""ymax"": 430.0}, {""class"": ""RBC"", ""xmin"": 255.0, ""ymin"": 188.0, ""xmax"": 357.0, ""ymax"": 292.0}, {""class"": ""RBC"", ""xmin"": 367.0, ""ymin"": 74.0, ""xmax"": 469.0, ""ymax"": 178.0}, {""class"": ""RBC"", ""xmin"": 537.0, ""ymin"": 131.0, ""xmax"": 640.0, ""ymax"": 235.0}, {""class"": ""RBC"", ""xmin"": 495.0, ""ymin"": 229.0, ""xmax"": 598.0, ""ymax"": 333.0}, {""class"": ""RBC"", ""xmin"": 412.0, ""ymin"": 230.0, ""xmax"": 500.0, ""ymax"": 314.0}, {""class"": ""RBC"", ""xmin"": 440.0, ""ymin"": 415.0, ""xmax"": 528.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 12.0, ""ymin"": 102.0, ""xmax"": 114.0, ""ymax"": 206.0}, {""class"": ""RBC"", ""xmin"": 81.0, ""ymin"": 232.0, ""xmax"": 176.0, ""ymax"": 353.0}, {""class"": ""WBC"", ""xmin"": 137.0, ""ymin"": 344.0, ""xmax"": 272.0, ""ymax"": 471.0}]",11,1,0,12
BloodImage_00068,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00068.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00068.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 235.0, ""ymin"": 23.0, ""xmax"": 349.0, ""ymax"": 127.0}, {""class"": ""RBC"", ""xmin"": 388.0, ""ymin"": 147.0, ""xmax"": 488.0, ""ymax"": 243.0}, {""class"": ""RBC"", ""xmin"": 482.0, ""ymin"": 218.0, ""xmax"": 598.0, ""ymax"": 338.0}, {""class"": ""RBC"", ""xmin"": 359.0, ""ymin"": 259.0, ""xmax"": 475.0, ""ymax"": 379.0}, {""class"": ""RBC"", ""xmin"": 34.0, ""ymin"": 172.0, ""xmax"": 148.0, ""ymax"": 243.0}, {""class"": ""RBC"", ""xmin"": 283.0, ""ymin"": 365.0, ""xmax"": 374.0, ""ymax"": 450.0}, {""class"": ""RBC"", ""xmin"": 291.0, ""ymin"": 299.0, ""xmax"": 382.0, ""ymax"": 384.0}, {""class"": ""RBC"", ""xmin"": 29.0, ""ymin"": 394.0, ""xmax"": 120.0, ""ymax"": 479.0}, {""class"": ""RBC"", ""xmin"": 531.0, ""ymin"": 339.0, ""xmax"": 622.0, ""ymax"": 424.0}, {""class"": ""WBC"", ""xmin"": 1.0, ""ymin"": 224.0, ""xmax"": 94.0, ""ymax"": 351.0}, {""class"": ""Platelets"", ""xmin"": 15.0, ""ymin"": 107.0, ""xmax"": 55.0, ""ymax"": 145.0}, {""class"": ""Platelets"", ""xmin"": 359.0, ""ymin"": 120.0, ""xmax"": 393.0, ""ymax"": 157.0}, {""class"": ""Platelets"", ""xmin"": 322.0, ""ymin"": 110.0, ""xmax"": 356.0, ""ymax"": 147.0}, {""class"": ""Platelets"", ""xmin"": 382.0, ""ymin"": 89.0, ""xmax"": 423.0, ""ymax"": 128.0}]",9,1,4,14
BloodImage_00069,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00069.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00069.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 17.0, ""ymin"": 235.0, ""xmax"": 114.0, ""ymax"": 335.0}, {""class"": ""RBC"", ""xmin"": 210.0, ""ymin"": 272.0, ""xmax"": 307.0, ""ymax"": 372.0}, {""class"": ""RBC"", ""xmin"": 325.0, ""ymin"": 134.0, ""xmax"": 445.0, ""ymax"": 238.0}, {""class"": ""RBC"", ""xmin"": 270.0, ""ymin"": 57.0, ""xmax"": 380.0, ""ymax"": 158.0}, {""class"": ""RBC"", ""xmin"": 160.0, ""ymin"": 1.0, ""xmax"": 283.0, ""ymax"": 86.0}, {""class"": ""RBC"", ""xmin"": 190.0, ""ymin"": 153.0, ""xmax"": 298.0, ""ymax"": 253.0}, {""class"": ""RBC"", ""xmin"": 428.0, ""ymin"": 379.0, ""xmax"": 536.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 477.0, ""ymin"": 196.0, ""xmax"": 585.0, ""ymax"": 297.0}, {""class"": ""RBC"", ""xmin"": 487.0, ""ymin"": 16.0, ""xmax"": 575.0, ""ymax"": 98.0}, {""class"": ""RBC"", ""xmin"": 525.0, ""ymin"": 122.0, ""xmax"": 613.0, ""ymax"": 204.0}, {""class"": ""RBC"", ""xmin"": 1.0, ""ymin"": 321.0, ""xmax"": 115.0, ""ymax"": 439.0}, {""class"": ""RBC"", ""xmin"": 111.0, ""ymin"": 308.0, ""xmax"": 225.0, ""ymax"": 406.0}, {""class"": ""WBC"", ""xmin"": 341.0, ""ymin"": 260.0, ""xmax"": 482.0, ""ymax"": 385.0}, {""class"": ""Platelets"", ""xmin"": 306.0, ""ymin"": 342.0, ""xmax"": 345.0, ""ymax"": 373.0}, {""class"": ""Platelets"", ""xmin"": 438.0, ""ymin"": 198.0, ""xmax"": 474.0, ""ymax"": 234.0}]",12,1,2,15
BloodImage_00070,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00070.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00070.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 119.0, ""ymin"": 394.0, ""xmax"": 233.0, ""ymax"": 479.0}, {""class"": ""RBC"", ""xmin"": 187.0, ""ymin"": 1.0, ""xmax"": 301.0, ""ymax"": 85.0}, {""class"": ""RBC"", ""xmin"": 501.0, ""ymin"": 230.0, ""xmax"": 607.0, ""ymax"": 326.0}, {""class"": ""RBC"", ""xmin"": 520.0, ""ymin"": 384.0, ""xmax"": 626.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 299.0, ""ymin"": 175.0, ""xmax"": 414.0, ""ymax"": 281.0}, {""class"": ""RBC"", ""xmin"": 96.0, ""ymin"": 21.0, ""xmax"": 211.0, ""ymax"": 127.0}, {""class"": ""RBC"", ""xmin"": 45.0, ""ymin"": 119.0, ""xmax"": 160.0, ""ymax"": 225.0}, {""class"": ""RBC"", ""xmin"": 47.0, ""ymin"": 263.0, ""xmax"": 155.0, ""ymax"": 386.0}, {""class"": ""RBC"", ""xmin"": 534.0, ""ymin"": 295.0, ""xmax"": 640.0, ""ymax"": 390.0}, {""class"": ""RBC"", ""xmin"": 429.0, ""ymin"": 140.0, ""xmax"": 535.0, ""ymax"": 235.0}, {""class"": ""WBC"", ""xmin"": 167.0, ""ymin"": 83.0, ""xmax"": 296.0, ""ymax"": 206.0}, {""class"": ""WBC"", ""xmin"": 375.0, ""ymin"": 348.0, ""xmax"": 471.0, ""ymax"": 439.0}]",10,2,0,12
BloodImage_00071,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00071.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00071.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 300.0, ""ymin"": 365.0, ""xmax"": 427.0, ""ymax"": 474.0}, {""class"": ""RBC"", ""xmin"": 487.0, ""ymin"": 17.0, ""xmax"": 614.0, ""ymax"": 126.0}, {""class"": ""RBC"", ""xmin"": 160.0, ""ymin"": 200.0, ""xmax"": 265.0, ""ymax"": 300.0}, {""class"": ""RBC"", ""xmin"": 69.0, ""ymin"": 8.0, ""xmax"": 193.0, ""ymax"": 109.0}, {""class"": ""RBC"", ""xmin"": 181.0, ""ymin"": 91.0, ""xmax"": 286.0, ""ymax"": 191.0}, {""class"": ""RBC"", ""xmin"": 82.0, ""ymin"": 280.0, ""xmax"": 191.0, ""ymax"": 394.0}, {""class"": ""RBC"", ""xmin"": 509.0, ""ymin"": 252.0, ""xmax"": 618.0, ""ymax"": 366.0}, {""class"": ""RBC"", ""xmin"": 83.0, ""ymin"": 128.0, ""xmax"": 207.0, ""ymax"": 253.0}, {""class"": ""WBC"", ""xmin"": 173.0, ""ymin"": 358.0, ""xmax"": 306.0, ""ymax"": 480.0}]",8,1,0,9
BloodImage_00072,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00072.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00072.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 204.0, ""ymin"": 56.0, ""xmax"": 354.0, ""ymax"": 155.0}, {""class"": ""RBC"", ""xmin"": 116.0, ""ymin"": 223.0, ""xmax"": 214.0, ""ymax"": 317.0}, {""class"": ""RBC"", ""xmin"": 517.0, ""ymin"": 239.0, ""xmax"": 610.0, ""ymax"": 365.0}, {""class"": ""WBC"", ""xmin"": 189.0, ""ymin"": 288.0, ""xmax"": 314.0, ""ymax"": 408.0}]",3,1,0,4
BloodImage_00073,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00073.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00073.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 253.0, ""ymin"": 385.0, ""xmax"": 391.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 410.0, ""ymin"": 121.0, ""xmax"": 529.0, ""ymax"": 215.0}, {""class"": ""RBC"", ""xmin"": 553.0, ""ymin"": 166.0, ""xmax"": 640.0, ""ymax"": 260.0}, {""class"": ""RBC"", ""xmin"": 295.0, ""ymin"": 189.0, ""xmax"": 387.0, ""ymax"": 285.0}, {""class"": ""RBC"", ""xmin"": 169.0, ""ymin"": 386.0, ""xmax"": 256.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 222.0, ""ymin"": 288.0, ""xmax"": 306.0, ""ymax"": 373.0}, {""class"": ""RBC"", ""xmin"": 24.0, ""ymin"": 1.0, ""xmax"": 143.0, ""ymax"": 91.0}, {""class"": ""RBC"", ""xmin"": 111.0, ""ymin"": 237.0, ""xmax"": 206.0, ""ymax"": 323.0}, {""class"": ""RBC"", ""xmin"": 545.0, ""ymin"": 261.0, ""xmax"": 640.0, ""ymax"": 347.0}, {""class"": ""RBC"", ""xmin"": 562.0, ""ymin"": 351.0, ""xmax"": 640.0, ""ymax"": 437.0}, {""class"": ""RBC"", ""xmin"": 365.0, ""ymin"": 201.0, ""xmax"": 444.0, ""ymax"": 276.0}, {""class"": ""WBC"", ""xmin"": 211.0, ""ymin"": 49.0, ""xmax"": 353.0, ""ymax"": 177.0}, {""class"": ""Platelets"", ""xmin"": 263.0, ""ymin"": 194.0, ""xmax"": 293.0, ""ymax"": 223.0}, {""class"": ""Platelets"", ""xmin"": 513.0, ""ymin"": 220.0, ""xmax"": 543.0, ""ymax"": 249.0}]",11,1,2,14
BloodImage_00074,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00074.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00074.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 87.0, ""ymin"": 300.0, ""xmax"": 176.0, ""ymax"": 396.0}, {""class"": ""RBC"", ""xmin"": 299.0, ""ymin"": 180.0, ""xmax"": 416.0, ""ymax"": 283.0}, {""class"": ""RBC"", ""xmin"": 553.0, ""ymin"": 229.0, ""xmax"": 640.0, ""ymax"": 322.0}, {""class"": ""RBC"", ""xmin"": 509.0, ""ymin"": 142.0, ""xmax"": 613.0, ""ymax"": 245.0}, {""class"": ""RBC"", ""xmin"": 499.0, ""ymin"": 1.0, ""xmax"": 605.0, ""ymax"": 101.0}, {""class"": ""RBC"", ""xmin"": 453.0, ""ymin"": 62.0, ""xmax"": 559.0, ""ymax"": 163.0}, {""class"": ""RBC"", ""xmin"": 534.0, ""ymin"": 58.0, ""xmax"": 640.0, ""ymax"": 159.0}, {""class"": ""RBC"", ""xmin"": 408.0, ""ymin"": 239.0, ""xmax"": 525.0, ""ymax"": 342.0}, {""class"": ""RBC"", ""xmin"": 329.0, ""ymin"": 378.0, ""xmax"": 418.0, ""ymax"": 472.0}, {""class"": ""RBC"", ""xmin"": 491.0, ""ymin"": 398.0, ""xmax"": 584.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 406.0, ""ymin"": 398.0, ""xmax"": 499.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 6.0, ""ymin"": 398.0, ""xmax"": 99.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 152.0, ""ymin"": 23.0, ""xmax"": 235.0, ""ymax"": 129.0}, {""class"": ""WBC"", ""xmin"": 6.0, ""ymin"": 10.0, ""xmax"": 130.0, ""ymax"": 154.0}, {""class"": ""Platelets"", ""xmin"": 331.0, ""ymin"": 35.0, ""xmax"": 378.0, ""ymax"": 75.0}]",13,1,1,15
BloodImage_00075,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/JPEGImages/BloodImage_00075.jpg,/Users/lunis/PycharmProjects/machine_learning/practice/neural_networks/bccd/data/raw/BCCD_Dataset-master/BCCD/Annotations/BloodImage_00075.xml,640,480,"[{""class"": ""RBC"", ""xmin"": 251.0, ""ymin"": 167.0, ""xmax"": 353.0, ""ymax"": 275.0}, {""class"": ""RBC"", ""xmin"": 345.0, ""ymin"": 221.0, ""xmax"": 447.0, ""ymax"": 329.0}, {""class"": ""RBC"", ""xmin"": 251.0, ""ymin"": 252.0, ""xmax"": 353.0, ""ymax"": 360.0}, {""class"": ""RBC"", ""xmin"": 148.0, ""ymin"": 160.0, ""xmax"": 250.0, ""ymax"": 268.0}, {""class"": ""RBC"", ""xmin"": 437.0, ""ymin"": 363.0, ""xmax"": 556.0, ""ymax"": 480.0}, {""class"": ""RBC"", ""xmin"": 509.0, ""ymin"": 242.0, ""xmax"": 613.0, ""ymax"": 344.0}, {""class"": ""RBC"", ""xmin"": 544.0, ""ymin"": 1.0, ""xmax"": 640.0, ""ymax"": 79.0}, {""class"": ""RBC"", ""xmin"": 29.0, ""ymin"": 167.0, ""xmax"": 131.0, ""ymax"": 275.0}, {""class"": ""RBC"", ""xmin"": 457.0, ""ymin"": 246.0, ""xmax"": 545.0, ""ymax"": 349.0}, {""class"": ""RBC"", ""xmin"": 1.0, ""ymin"": 1.0, ""xmax"": 74.0, ""ymax"": 131.0}, {""class"": ""WBC"", ""xmin"": 166.0, ""ymin"": 6.0, ""xmax"": 325.0, ""ymax"": 114.0}]",10,1,0,11
